Fecha;PM10;CO;OZONO;NO;NO2;NOX;SO2;Vel Viento;Dir Viento;Temperatura;Precipitacion;PM2.5;HR;BBP;Presion Baro;BC ug/m3
10/03/2024 0:00;16,8;0,3;14,3;1,6;19,4;21;1,1;3;76;16,1;0;16,1;62;13,6;566;1,9
10/03/2024 1:00;20,3;0,2;15,5;1;16,3;17,3;1;3,2;81;15,5;0;17,5;64;16,9;565;1,4
10/03/2024 2:00;0;0,2;15,7;0,9;13,2;14,2;0,9;2,7;76;14,8;0;25,5;67;18,2;565;1,2
10/03/2024 3:00;18,8;0,2;7,5;1,7;23,1;24,8;1;0,9;28;14,2;0;17,1;68;21,9;565;1,8
10/03/2024 4:00;20,4;0,2;6,4;1,9;21,5;23,5;1;0,9;8;13,2;0;18,4;71;16,9;564;2,4
10/03/2024 5:00;30,3;0,2;8;3,1;21,5;24,6;1;3,6;47;13,5;0;24,4;69;13,8;565;2,5
10/03/2024 6:00;22,3;0,2;5,2;4,1;23,3;27,4;1;2,7;53;13,1;0;14,2;70;9,8;565;2,3
10/03/2024 7:00;23,5;0,4;5,7;13;24,6;37,6;1,2;2,9;55;13,2;0;18,2;69;11,5;565;3
10/03/2024 8:00;22,3;0,3;13,6;11,3;16,5;27,8;1,7;3,6;76;16;0;21,9;58;17,3;566;2,3
10/03/2024 9:00;27,7;0,2;18,4;7,4;13,7;21,2;1,4;3,4;88;17,4;0;19,9;51;17,5;566;1,6
10/03/2024 10:00;20;0,1;24,1;2,5;6,5;9;1,1;3,4;92;18,3;0;17,8;47;24;566;0,8
10/03/2024 11:00;16,5;0,1;25,1;2;5;7;1;4,1;116;19,1;0;14,7;44;29,8;566;0,7
10/03/2024 12:00;23,5;0,1;25,4;2,3;6,8;9,1;0,9;2,6;122;19,8;0;9,3;43;27,7;566;0,9
10/03/2024 13:00;20,8;0,1;26,2;2,1;6,5;8,6;1,1;2,4;115;20,8;0;14,4;41;26;566;0,9
10/03/2024 14:00;20,2;0,1;26,6;2,7;7,3;10;1,1;3,1;164;21,3;0;4,7;40;24,1;565;1
10/03/2024 15:00;21,2;0,2;27,7;2,6;7,9;10,5;1,1;3;179;21,5;0;16,9;39;22,7;564;1
10/03/2024 16:00;24;0,3;30,6;3,5;9,8;13,4;1,2;5,1;199;21,3;0;15,6;41;15,8;564;1,9
10/03/2024 17:00;33,5;0,3;27,2;2,4;11,6;14;1,1;4,4;179;20,9;0;25,1;42;17,5;564;1,7
10/03/2024 18:00;30,5;0,2;24,4;1,8;10,8;12,6;1;3,3;109;19,9;0;26,6;47;17,9;564;1,5
10/03/2024 19:00;28;0,4;16,5;1,9;17,3;19,2;1;2,5;103;18,7;0;20,2;50;19,3;564;1,7
10/03/2024 20:00;29,5;0,5;8,2;3,9;27;30,9;1,2;2,7;209;17,6;0;23,2;55;19,9;565;2,8
10/03/2024 21:00;37,8;0,7;4,6;6,6;30,2;36,8;1,2;2,3;186;16,9;0;27,2;58;22,3;565;3,8
10/03/2024 22:00;41,3;0,5;6,5;4,5;27,7;32,1;1,2;2,3;179;16,6;0;29,7;60;13,5;566;3,3
10/03/2024 23:00;37;0,5;5,5;4;27,9;31,9;1,1;1,3;123;16,5;0;24,3;60;10,5;566;3,2
11/03/2024 0:00;31,5;0,3;7,4;2;23,3;25,3;1,1;1,9;185;16,1;0;28,8;62;12;566;2,6
11/03/2024 1:00;29,7;0,2;7;1,6;23,3;24,9;1,4;1,1;186;16,1;0;25,2;63;12;565;2,8
11/03/2024 2:00;32;0,2;10,9;0,7;16,8;17,5;1,2;0,2;99;15,7;0;28,7;64;14,3;565;2,4
11/03/2024 3:00;28,3;0,2;9;1,5;18,9;20,4;1,1;2,3;48;14,8;2;23,2;73;21,2;565;2,3
11/03/2024 4:00;32,8;0,2;9,6;0,5;14,7;15,2;0,9;0,6;82;14,1;2;26,7;80;19,7;565;1,9
11/03/2024 5:00;23;0,2;4;4;23,9;27,9;1;0;103;14,6;0;21,1;78;9,1;565;3,5
11/03/2024 6:00;30,5;0,6;0,7;34,2;32,8;67;1,6;0,6;153;14,7;0;22,5;78;5,9;565;9,3
11/03/2024 7:00;43,5;0,9;2,2;35,6;35,5;70,9;1,7;1,7;66;15,1;0;32,2;75;9,5;565;9,2
11/03/2024 8:00;45,2;0,8;6,1;20,1;33,3;53,4;1,6;1,6;84;16,1;0;34,6;69;6,1;566;6,8
11/03/2024 9:00;41,2;0,8;8,9;20,1;33,7;53,8;1,7;2,4;76;16,9;0;28;64;9;566;6,3
11/03/2024 10:00;0;0;0;0;0;0;0;1,8;139;18,3;0;28;58;10;566;6,9
11/03/2024 11:00;0;0,4;23,3;6,1;17,1;23,2;0,9;4,6;175;18,1;0;0;57;9,6;566;3,4
11/03/2024 12:00;42;0,4;24,3;6,2;18,5;24,7;1;3,4;166;18,3;0;27,8;56;9,8;566;3,3
11/03/2024 13:00;37,2;0,4;22,6;5,8;21,1;26,9;0,9;4,1;179;17,7;0;24,7;60;11,5;566;3,9
11/03/2024 14:00;38,2;0,4;29,6;7,5;15,3;22,9;1;5,8;181;18,1;0;20,4;58;13,7;565;3,5
11/03/2024 15:00;38,7;0,3;32,2;5,3;13,3;18,6;1,1;5,2;180;19,3;0;27,8;52;17,4;564;2,9
11/03/2024 16:00;36,7;0,3;27,4;4,9;13,9;18,9;1;5,4;153;19,3;0;24,7;51;12,4;564;2,7
11/03/2024 17:00;34,2;0,3;25,2;5;15,7;20,7;0,9;2,9;94;19,7;0;20,2;50;12,4;564;2,6
11/03/2024 18:00;29,3;0,4;20,5;4;21;25,1;0,7;2,8;118;18,5;0;23,7;54;13;564;2,7
11/03/2024 19:00;25,7;0,5;18,2;2,8;23,8;26,6;0,8;4,1;56;17,3;0;18,3;60;14,2;565;3
11/03/2024 20:00;25,5;0,5;12,8;3,4;27,3;30,7;0,7;3,7;71;16,7;0;23;62;14,9;565;3,1
11/03/2024 21:00;32,7;0,5;8,4;4,4;30,6;35;0,6;3,5;73;16,7;0;23,2;60;14,8;566;3,4
11/03/2024 22:00;31,2;0,4;8,4;4,8;26,8;31,5;0,6;4,3;71;15,8;0;26,9;60;12,1;566;3,1
11/03/2024 23:00;32,2;0,4;7;4,9;26,8;31,7;0,5;3,7;62;15,1;0;25,3;64;12,1;566;3,1
12/03/2024 0:00;31;0,2;9,4;2;22,4;24,4;0,6;2,9;57;15,2;0;30,5;63;14,6;566;2,4
12/03/2024 1:00;22,1;0,2;13,4;1,7;18,7;20,4;0,5;3,2;66;15,2;0;22,1;62;17,9;566;2,2
12/03/2024 2:00;26,2;0,1;11,9;1,4;18,4;19,9;0,6;3,2;55;14,7;0;23,8;64;21,8;565;2,1
12/03/2024 3:00;27,8;0,2;7,3;3,1;22,6;25,7;0,5;2,3;53;13,9;0;19,9;67;17,8;565;2,9
12/03/2024 4:00;32,2;0,2;3,2;4,3;25,9;30,2;0,5;1,5;17;13,2;0;19,4;71;12,8;565;3,6
12/03/2024 5:00;33,2;0,3;1;12,4;30;42,4;0,7;0,4;8;12,6;0;26,3;74;8,3;565;4,8
12/03/2024 6:00;37;0,5;0,8;36,2;33,1;69,3;1,3;1,7;38;12,6;0;32,4;74;7,4;565;8,8
12/03/2024 7:00;54,7;1;1,5;64;37,7;101,6;2,2;2,2;53;13,2;0;39,3;72;6;565;13,1
12/03/2024 8:00;66,8;0,8;5,1;41,1;33,1;74,1;3;3,4;48;14,6;0;44,3;67;7,8;566;9,2
12/03/2024 9:00;61,7;0,6;9,4;26,1;29,7;55,9;4,3;3,1;50;16,1;0;32,4;62;7,5;566;6,6
12/03/2024 10:00;62,5;0,4;23,1;12,8;20,7;33,5;2,7;3,5;83;18,5;0;39,5;52;9,6;566;4,5
12/03/2024 11:00;48,5;0,2;35,5;3,4;9,1;12,5;1,3;4,1;104;19,5;0;30,9;49;18,8;566;2,1
12/03/2024 12:00;41,7;0,2;34,4;3,5;9,4;12,9;1,2;5,3;89;18,8;0;30,7;52;18,8;566;2,6
12/03/2024 13:00;45,8;0,2;32,4;3,5;9,8;13,4;1;3,8;99;19,4;0;41,9;50;19,7;565;2,8
12/03/2024 14:00;48,5;0,2;30;3,9;10,6;14,5;1;3,4;118;19,7;0;40,7;50;19,4;565;2,4
12/03/2024 15:00;40,3;0,3;28,2;4,5;11,9;16,4;1;3,6;116;19,6;0;34,6;50;16,7;564;2,6
12/03/2024 16:00;37;0,3;23,1;4,2;15,9;20,2;1,1;3,9;91;18,6;0;27,2;54;14;564;3,1
12/03/2024 17:00;37;0,4;22,5;4,4;17,9;22,3;1,2;4,3;102;18,1;0;29,8;57;16,8;564;3,2
12/03/2024 18:00;37;0,5;23,4;3,3;19,4;22,7;1,1;3,6;97;18,2;0;27,2;57;21,4;564;3,2
12/03/2024 19:00;37,7;0,7;13,1;4,8;29,3;34,3;1;2,5;104;17,3;0;30,3;59;21,3;564;3,6
12/03/2024 20:00;41,3;0,7;7,6;4,8;33,7;38,5;1;1,7;157;16,9;0;34,8;59;10;565;4,5
12/03/2024 21:00;43,5;0,7;8,5;3,8;32;35,8;1;0,6;260;16,8;0;31,7;61;11,2;565;5,2
12/03/2024 22:00;49;0,8;0,9;18,6;39,8;58,4;1,1;2,8;38;15,7;0;42,8;67;19,5;566;5,8
12/03/2024 23:00;60,8;0,7;2,2;17;37,1;54,1;1;2,2;27;15,3;0;38,8;68;16,1;566;4,9
13/03/2024 0:00;46,6;0,7;0,9;31;38,4;69,4;1,2;0,2;7;14,8;0;35,5;70;12,6;566;6,3
13/03/2024 1:00;54,8;0,6;2,2;19,1;36,7;55,8;1,2;0,5;344;15,4;0;43,8;68;14;565;5,4
13/03/2024 2:00;51,3;0,4;5,8;4;31,9;35,8;1;0,3;43;15,5;0;39,7;67;16,1;565;4,1
13/03/2024 3:00;37;0,2;13,2;0,7;20,1;20,8;0,8;1,7;61;15,4;0;34,8;67;15;565;2,7
13/03/2024 4:00;31,8;0,2;15;0,8;16,9;17,7;0,7;2,2;93;15,6;0;31,6;65;14,6;565;2,3
13/03/2024 5:00;30,8;0,1;16,9;1,2;16,8;18;0,7;3,4;92;15,9;0;23,9;62;15,6;565;1,9
13/03/2024 6:00;30,7;0,4;9,6;7,1;27,1;34,2;0,9;3,8;78;15,6;0;23,4;64;12,6;565;4,1
13/03/2024 7:00;35,5;0,6;8,3;12,3;32,5;44,7;0,9;4,1;76;15,9;0;31,2;62;12,9;565;5,3
13/03/2024 8:00;43,5;0,5;21,6;6,6;22,6;29,2;0,8;4,3;88;16,4;0;34,8;61;12,2;566;3,7
13/03/2024 9:00;44,5;0,3;28,9;6,6;13,9;20,4;0,8;4,2;91;18,5;0;32;52;14,4;566;2,9
13/03/2024 10:00;38;0,3;32;5,6;12,1;17,7;0,9;5,3;76;19,8;0;32;48;18,9;566;2,4
13/03/2024 11:00;42,3;0,2;29,8;4,5;10,4;14,9;0,8;4,4;111;20,1;0;31,7;46;19,9;566;2,2
13/03/2024 12:00;38,2;0,2;31;3,7;8,5;12,2;0,7;3,8;110;21,2;0;26;42;20,9;565;1,9
13/03/2024 13:00;35,9;0,2;30;3,7;10,7;14,4;0,7;2,9;110;22;0;25,9;40;22,1;565;2
13/03/2024 14:00;45,5;0,2;26,3;4,3;12,2;16,5;0,7;3,4;129;21,3;0;24,9;41;13,8;564;2,5
13/03/2024 15:00;46,5;0,2;28,8;3,5;10;13,4;0,7;5,6;167;21,4;0;24;41;13,2;564;2,5
13/03/2024 16:00;39,2;0,2;30,2;4,2;9,7;14;0,7;5,3;145;21,5;0;23,8;42;16,6;564;2,3
13/03/2024 17:00;39,2;0,3;27,2;4,5;13,5;18;0,8;3,1;161;21,8;0;21,3;40;16,9;563;2,7
13/03/2024 18:00;34,5;0,4;18,6;4,5;17,3;21,8;0,9;4,3;170;20,7;0;25,7;42;17,5;563;2,8
13/03/2024 19:00;31,8;0,5;12,1;3,9;24,6;28,5;0,7;3,9;164;19,1;0;20,2;48;18,1;564;3,5
13/03/2024 20:00;33,7;0,7;5,3;8,1;32,4;40,6;1;3,5;204;18,4;0;23,4;52;8,5;564;5,1
13/03/2024 21:00;47;0,6;6,8;6,3;30,4;36,8;1,1;2,9;197;17,8;0;31,2;56;7,8;565;4,6
13/03/2024 22:00;45,3;0,5;10;2,3;25,9;28,3;1;2,8;169;17,7;0;34,9;58;10,9;565;3,7
13/03/2024 23:00;36,8;0,4;9,1;2,9;25,7;28,6;0,9;2,5;201;17,2;0;32,9;60;14,1;565;3,7
14/03/2024 0:00;35,2;0,3;8,7;3,3;25;28,3;0,8;0,6;181;16,9;0;30,7;61;12;565;3,8
14/03/2024 1:00;31,3;0,2;15,1;1,5;18,5;20,1;0,8;2,6;61;16,6;0;26,2;65;13,5;565;2,6
14/03/2024 2:00;31;0,2;17,7;0,7;12,1;12,8;0,7;2,4;38;16,4;0;28,6;66;16,2;564;1,7
14/03/2024 3:00;22,3;0,2;11,5;1,3;18,8;20,2;0,8;2,3;40;16,1;0;21,9;67;16,3;564;2,3
14/03/2024 4:00;29,2;0,1;11,5;0,5;15,9;16,5;0,7;1,2;57;15,1;0;21,4;73;17,7;564;2,1
14/03/2024 5:00;28,5;0,2;8,5;1,7;19,6;21,3;0,7;0,7;114;15,3;0;27,8;75;15,9;564;2,6
14/03/2024 6:00;24,4;0,3;16,2;1,8;22,9;24,7;0,7;1,8;105;15,5;0;24,4;70;17,7;564;3,7
14/03/2024 7:00;38,2;0,6;7,9;9,1;36,5;45,7;0,9;3,1;64;15,7;0;31,4;67;9;565;6,6
14/03/2024 8:00;48;0,6;11,5;8,2;33,2;41,4;0,8;3,7;58;15,7;0;37,4;68;12,8;565;5
14/03/2024 9:00;42,2;0,6;12,6;12,1;31,2;43,4;1;3,4;62;16,1;0;27,4;68;13,6;566;5,3
14/03/2024 10:00;38,5;0,6;22,9;9,6;24,9;34,6;1;3,7;97;17,5;0;33,6;61;13,8;566;4,3
14/03/2024 11:00;39,8;0,3;30,4;4,3;13,2;17,5;0,9;4,2;103;18,2;0;26,8;56;14;566;2,5
14/03/2024 12:00;34;0,3;24,4;6,1;14,4;20,5;1;3,3;125;19,1;0;24;51;12,8;565;2,7
14/03/2024 13:00;36,4;0,3;23,6;5,5;11,8;17,3;0,7;4,8;100;19,5;0;24,8;50;11,9;565;2,8
14/03/2024 14:00;44,6;0,3;21,1;5,7;12,6;18,3;0,7;4,4;93;19,4;0;38,4;51;16,9;564;2,1
14/03/2024 15:00;28,3;0,3;21,2;5,9;13,6;19,5;0,9;4,8;101;19,4;0;26,9;51;18,6;564;2,7
